stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id
2194,"OWKSP01","Owińska/Ks. Piotrowskiego",52.5170894900,16.9744112600,C
2157,"TULES04","Tulce/Leśna",52.3445240000,17.0738600000,B
3910,"CZ I91","Os. Czecha I",52.3823295930,16.9835957575,A
112,"SWCZ71","Św. Czesława",52.3965130000,16.9212750700,A
3336,"LKSTO02","Lusówko/Storczyka",52.4178300000,16.6409860000,C
2256,"BLSTB01","Bylin/Stacja benzynowa",52.3276985700,17.1606968700,B
2377,"TZWIE02","Trzaskowo/Wieś",52.5339625800,17.0202455900,C
1610,"LUBI01","Lubieńska",52.4483935200,16.8863468000,A
2871,"GWTRZ01","Gowarzewo/Trzecka",52.3607087300,17.1375000900,B
3920,"UNLU42","Unii Lubelskiej",52.3725317100,16.9500370600,A
97,"GLHE45","Głogowska/Hetmańska",52.3903874400,16.8935347900,A
1033,"PRCZ02","Przełęcz",52.3772577500,16.8886370600,A
2202,"OWPAR02","Owińska/Parkowa",52.5109763300,16.9777942100,C
2560,"GAMPE01","Garby Małe/Pętla",52.3617000000,17.0696770000,C
177,"WIOS71","Wioślarska",52.3930049600,16.9486688200,A
1268,"ZIEL01","Zieliniec",52.4150040000,17.0446980000,A
2755,"RBSZE02","Robakowo/Szeroka",52.3068938600,17.0756328800,B
559,"KONT01","Kontryma",52.4461675800,16.8570144500,A
1437,"SOLN02","Solna",52.4119990900,16.9289280900,A
1563,"SZWO02","Szczepankowo",52.3647935200,17.0093752800,A
1650,"PANZ02","Porzeczkowa",52.3623172300,17.0144106500,A
1994,"ZKBUK03","Zakrzewo/Bukowska",52.4060262400,16.7173872600,C
1929,"WYPKN01","Wysogotowo/Piękna",52.4054125200,16.7865839100,B
989,"LUPSZ01","Luboń/Puszkina",52.3527129661,16.8827720844,B
1193,"KZTJE01","Koziegłowy/Taczaka I",52.4476466600,17.0011361900,B
1776,"KOWI02","Kowalewicka Wiadukt",52.3623529459,16.8536996845,A
3733,"KOKRY01","Komorniki/Kryształowa",52.3477960000,16.7829080000,B
2468,"PKALT01","Paczkowo/Altanowa",52.4065470000,17.1656140000,C
196,"STMA42","Starołęka Mała",52.3760523200,16.9399538100,A
1232,"KOBY02","Kobylepole",52.3909074600,17.0175220300,A
4159,"SLPOZ03","Suchy Las/Os. Poziomkowe",52.4692060000,16.8736460000,B
1041,"BOWE02","Bohaterów Westerplatte",52.3710210800,16.8856858500,A
721,"KWIA02","Os. Kwiatowe",52.3831046778,16.8314895516,A
416,"ORP02","UAM Os. Różany Potok",52.4666531500,16.9417878300,A
1255,"PRZM01","Os. Przemysława",52.3915536400,17.0092621300,A
2663,"KDMOD02","Kórnik/Modrzewiowa",52.2416504400,17.0960991100,C
4210,"JUST02","Junikowo PKM",52.3775800000,16.8235800000,A
2308,"KXTAN01","Tanibórz/Zachód",52.3453565400,17.1136235800,B
62,"PONA72","Polna",52.4142414300,16.8966975400,A
2329,"SRDWA02","Śródka/II",52.2976939200,17.1316682700,B
1945,"PMKOS01","Przeźmierowo/Kościelna",52.4268560000,16.7850630000,B
2376,"PRKLO02","Promnice/Klonowa",52.5521857400,16.9619850700,C
3250,"PADWR01","Palędzie/Dworzec Kolejowy",52.3744788387,16.7444051700,C
1244,"SDPRZ01","Swarzędz/Przybylskiego",52.4011260698,17.0557454849,B
2553,"GAAKA02","Garby Wielkie/Akacjowa",52.3754400000,17.0713100000,C
1576,"KOLE01","Kolejowa",52.3873329300,16.9028153600,A
2667,"KDSZK01","Kórnik/Szkoła nr 1",52.2522737000,17.0911085600,C
1609,"KART02","Kartuska",52.4526561500,16.8812256300,A
3712,"PRSOS02","Promnice/Sosnowa",52.5449785500,16.9656800800,C
375,"WIET01","Wietrzna",52.4687448900,16.9009097300,A
1252,"ZAGIM01","Zalasewo/Planetarna Szkoła",52.3918170000,17.0687190000,B
1622,"CMEN02","Gnieźnieńska Cmentarz",52.4255898600,16.9946559500,A
1466,"JEZY02","Jeżycka",52.4165408700,16.9067347000,A
1379,"PINC02","Pińczowska",52.3594570600,16.9410790900,A
891,"PUWIO01","Puszczykowo/Wiosenna",52.2888808000,16.8582297600,C
3638,"ZEKA01","Żelazka",52.3912332366,16.9276941074,A
1327,"GLSZ02","Głuszyna Szkoła",52.3143230900,16.9643235200,A
2000,"SIKSZ01","Sierosław/Kasztanowa",52.4036464500,16.6764207800,C
2009,"LWSZK01","Lusowo/Szkoła",52.4334365700,16.7019049900,C
2262,"KXBYL01","Komorniki gm.Kleszczewo/Bylin",52.3263061100,17.1250476100,B
1562,"SZWO01","Szczepankowo",52.3645901000,17.0093816800,A
2250,"KLPOL02","Kleszczewo/Polna",52.3324482300,17.1909185500,B
660,"LAWI02","Ławica",52.4097276800,16.8237694700,A
2097,"TPZIE02","Tarnowo Pdg/Zielona",52.4676634200,16.6570464800,C
1604,"NIED02","Niedziałkowskiego",52.3985267800,16.9186741700,A
782,"WOPO04","Wojska Polskiego",52.4276261200,16.9002674800,A
2503,"WZMEH02","Wierzenica/Mechowo",52.4408510000,17.0543450000,B
342,"SZSZ01","Szarych Szeregów",52.4600260500,16.8821202800,A
1328,"GLOS01","Głuszyna OSIR",52.3127100000,16.9691963300,A
1799,"WABRZ01","Walerianowo/Brzozowa",52.3186800000,16.7734400000,C
2581,"MGPKM02","M. Goślina/PKM",52.5752468369,17.0153687915,C
6,"MT73","Most Teatralny",52.4103354900,16.9143484000,A
434,"RADO02","Radojewo",52.4967973400,16.9459751900,A
4079,"OGDY12","Ogrody",52.4162943761,16.8814143886,A
3157,"JAII02","Jasielska II",52.4440150000,16.8937310000,A
1426,"BIEL01","Bielniki",52.3947216700,16.9334032600,A
3331,"CDPOW02","Ceradz Dolny/Powstańców Wielkopolskich",52.4299404600,16.5831017300,C
2229,"GWJSN01","Gowarzewo/Jesienna",52.3550930000,17.1156019700,B
410,"OSSM01","Os. Śmiałego",52.4546900000,16.9191800000,A
3545,"OKEI01","Okrzei",52.3615329000,16.8853534000,A
730,"WEGO02","Węgorka",52.3919368500,16.8578373700,A
1677,"STST03","Stary Strzeszyn",52.4521938300,16.8490985500,A
2818,"TERM04","Termalna",52.4086928603,16.9727637060,A
1615,"CZ I01","Os. Czecha I",52.3829141900,16.9832447700,A
40,"MURA41","Murawa",52.4269504200,16.9359653500,A
1456,"SLAS02","Śląska",52.4246233300,16.9078521100,A
1931,"WYDLU01","Wysogotowo/Długa",52.4098584800,16.7798581200,B
2162,"TUKRO02","Tulce/Krótka",52.3426690000,17.0762610000,B
4129,"LEZI01","Leśniczówka Zieliniec",52.4217425200,17.0641868100,A
44,"PZEL41","Przełajowa",52.4252848000,16.9449347600,A
108,"KOSI72","Kosińskiego",52.3894310200,16.9183820800,A
1964,"SWKLA02","Swadzim/Kładka",52.4411957800,16.7470674700,B
4069,"DPPOL01","Dopiewiec/Polarna",52.3724710000,16.7133200000,C
2404,"GTSWI01","Gortatowo/Świetlica",52.4261090000,17.1100170000,B
1342,"CZWAR01","Czapury/Warta",52.3088408300,16.9101880500,B
2482,"SDARM01","Swarzędz/Armii Poznań/Szkoła",52.3954310000,17.0683300000,B
2405,"SDGRU02","Swarzędz/Cieszkowskiego",52.4118990000,17.0850860000,B
1735,"PLWOL02","Plewiska/Wołczyńska",52.3758730300,16.8227527000,B
72,"WOJS41","Wojskowa",52.4034107400,16.8924793200,A
2200,"OWPKM02","Owińska/PKM",52.5120028900,16.9868849400,C
1066,"KAZA02","Kacza Zajezdnia",52.3819875700,16.8615552500,A
333,"SLJAG02","Suchy Las/Os. Jagodowe",52.4716052000,16.8673430300,B
2744,"KKNZ01","Koszalińska",52.4690057600,16.8213839100,A
4222,"KASTO02","Kamionki/Stokrotkowa",52.2904669500,16.9747117000,B
2537,"SDOKR02","Swarzędz/Okrężna",52.3968150000,17.0774930000,B
1512,"FRWO01","Franowo",52.3818772300,17.0006787300,A
2552,"ZAOSL01","Zalasewo/Os. Leśne",52.3835170000,17.0601140000,B
1460,"OSSL01","Os. Słowiańskie",52.4251895000,16.9173173100,A
102,"AREN42","Arena",52.3977717600,16.8884247200,A
468,"UMUL04","Umultowska",52.4430685600,16.9303892100,A
2615,"SYJEZ01","Skrzynki/Jeziorna",52.2669041600,17.0701069100,C
1824,"KICZY01","Kiekrz/Czysta",52.4823980400,16.7916687200,B
1178,"BGPET02","Bogucin/Pętla",52.4322230000,17.0194340000,B
3631,"LUPRZ04","Luboń/Przemysłowa",52.3536509049,16.8930285910,B
2652,"ZMRYN02","Zaniemyśl/Rynek",52.1571402000,17.1595303900,D
4016,"LENA41","Lechicka/Naramowicka",52.4404052043,16.9463329099,A
275,"ZOWIE01","Złotkowo/Wieś",52.5114700600,16.8395369200,B
4154,"SKCYT02","Skórzewo/Cytrynowa",52.3981079997,16.7836602887,B
1903,"ZYPET02","Żydowo/Pętla",52.5472268800,16.7512925000,B
2147,"KAKLO01","Kamionki/Klonowa",52.2923635111,16.9813673654,B
2350,"XOLES02","Kobylnica/Leśna",52.4532800000,17.0961290000,B
354,"STRS01","Strzeszyn PKM",52.4621111700,16.8666883700,A
446,"MAPO01","Maków Polnych",52.4635751200,16.9479684100,A
1054,"BEDZ01","Będzińska",52.3610973600,16.8890791300,A
961,"KOPAK01","Komorniki/Os. Parkowe",52.3370085536,16.8290102810,B
4241,"TPTER01","Tarnowo Pdg/Termy",52.4633371900,16.6441703000,C
531,"STNZ01","Instytut Genetyki",52.4464244500,16.8992914600,A
919,"LUDWA02","Luboń/Dworcowa",52.3400127584,16.8901508661,B
1924,"ZOLIP01","Złotkowo/Lipowa",52.5080628500,16.8348496000,B
3870,"GWOSI01","Gaj Wielki/Osiedlowa",52.4564090000,16.5787980000,C
1874,"MRGNI02","Mrowino/Gniewka",52.5153794900,16.7185506800,B
137,"ROSR46","Rondo Śródka",52.4099513800,16.9581012000,A
2316,"KEKOS01","Krerowo/Kościół",52.2893378900,17.1930879600,B
2269,"SHCIN02","Szlachęcin/",52.5599308500,16.9803190500,C
2975,"KOKSW03","Komorniki/Ks.Wawrzyniaka",52.3473430700,16.8053317900,B
1352,"STWI01","Starołęka Wielka",52.3416937300,16.9186579400,A
3594,"PPLES01","Pobiedziska/Letnisko Leśne",52.4747390015,17.2382079987,C
584,"KIEK02","Kiekrz",52.4737051100,16.7744947100,A
1236,"DARZ02","Darzybór",52.3881598900,17.0291029000,A
285,"ZLZIE02","Złotniki/Zielona",52.4916171612,16.8410081800,B
4209,"KOMAL01","Komorniki/Malinowa",52.3469100000,16.8171300000,B
2412,"KINZ02","Krzesinki",52.3402860700,17.0127481600,A
1145,"ROSR03","Rondo Śródka",52.4109266900,16.9578971000,A
3672,"SLWY01","Sielawy",52.4473173028,16.9473954545,A
3606,"KLIM02","Klimontowska",52.3393090891,16.9209056282,A
1344,"WRPET02","Wiórek/Pętla",52.3035467500,16.9075839000,B
2282,"MELAK02","Mielno/Łąkowa",52.4916912000,17.0673597200,C
1461,"OSSL02","Os. Słowiańskie",52.4260718300,16.9178796000,A
3986,"RRAT71","Rondo Rataje",52.3946000000,16.9498000000,A
486,"SERB02","Serbska",52.4313397800,16.9459041100,A
658,"PLL01","Port Lotniczy Ławica",52.4135124100,16.8260674400,A
868,"MODWK01","Mosina/Dworzec Kolejowy",52.2413403700,16.8514785900,C
2465,"PKFOL02","Paczkowo/Folwarczna",52.4026180000,17.1636700000,C
3876,"ROPKM01","Rosnówko/PKM",52.2968607445,16.7681943622,C
1795,"RSROS02","Rosnowo/",52.3256300000,16.7803300000,C
1100,"PALM01","Palmiarnia",52.4021375600,16.8996216400,A
1121,"WYLO02","Wyłom",52.4323742400,16.9199042200,A
3694,"WOPO08","Wojska Polskiego",52.4283784487,16.8972787692,A
547,"HEZJ02","Hezjoda",52.4447774100,16.8739612700,A
1048,"SWIE02","Świerczewo",52.3569836900,16.8848954300,A
2022,"CYJOD01","Chyby/Jodłowa",52.4575304627,16.7652723647,B
624,"SZPI01","Szpitalna",52.4118975000,16.8772228500,A
327,"SLSPR02","Suchy Las/Sprzeczna",52.4746265600,16.8936914100,B
1343,"WRPOD02","Wiórek/Podleśna",52.3064890000,16.9088725700,B
2485,"SDGER02","Swarzędz/Orla/Geremka",52.3975530000,17.0594230000,B
2976,"KOKSW04","Komorniki/Ks.Wawrzyniaka",52.3474319100,16.8046777600,B
2523,"ZAOSE01","Zalasewo/Os. Europejskie",52.3925200000,17.0914510000,B
1689,"GORC41","Górczyn PKM",52.3814366000,16.8810077200,A
691,"DPPRZ02","Dopiewiec/Przejazd Kolejowy",52.3594442900,16.6898690500,C
2273,"KCROL01","Kicin/Rolna",52.4698016800,17.0257464600,B
1235,"SCDZ01","Schronisko Dla Zwierząt",52.3891428700,17.0253662300,A
2231,"GWKAS01","Gowarzewo/Al. Kasztanowa",52.3576135500,17.1236874800,B
3766,"RASTR01","Rabowice/Świerkowe Tarasy",52.3871871700,17.1055079900,C
3630,"LUJPA03","Luboń/Jana Pawła II",52.3455515078,16.8825064483,B
1758,"GLTEC02","Głuchowo/Tęczowa",52.3448569470,16.7769308398,C
90,"PAWI71","Park Wilsona",52.3982419000,16.9031573100,A
683,"DKKAS02","Dąbrówka/Kasztanowa",52.3777388800,16.7432324600,C
3110,"KASZK01","Kamionki/Szkoła",52.2777488660,16.9918157203,B
3651,"JKJAN01","Jankowo/",52.4446623933,17.1689359962,C
232,"RSTA46","Rondo Starołęka",52.3795324100,16.9429377900,A
784,"WIKL02","Witosa Kładka",52.4304664700,16.9023393800,A
1128,"WIGR01","Winogrady",52.4237505100,16.9488417000,A
816,"DEEC01","Dębiec PKM",52.3708661600,16.9011792500,A
4118,"KWNY01","Kurcewiczówny",52.3915305945,16.8390306665,A
2393,"KCPRO01","Kicin/Prosta",52.4628655600,17.0081375900,B
3560,"WYSKO01","Wysogotowo/Skórzewska ",52.4022850200,16.7964778700,B
630,"BUPO01","Bułgarska/Polska",52.4123649800,16.8684411400,A
143,"TERM41","Termalna",52.4090358700,16.9722628600,A
1511,"SZCH02","Szwajcarska Centrum Handlowe",52.3847915600,16.9970639400,A
1520,"LUGA02","Ługańska",52.3714685400,16.9954669000,A
1196,"KZKRO02","Koziegłowy/Krótka",52.4473263022,16.9966414435,B
2267,"KXRSP01","Komorniki gm.Kleszczewo/RSP",52.3326259500,17.1111493900,B
2167,"TUKOS02","Tulce/Kościół",52.3420812100,17.0813603600,B
3556,"DELES01","Dębogóra/Leśna",52.4973436532,17.0924032724,C
821,"KASZ02","Kasztanowa",52.3653554286,16.9040082181,A
2334,"KVPET02","Krzyżowniki/Pętla",52.3035846700,17.1285840500,B
1042,"KOZM02","Koźmińska",52.3690193500,16.8768203300,A
73,"OSTR42","Ostroroga",52.4003363100,16.8815419200,A
2762,"DHKLO02","Dachowa/Klonowa",52.2967024000,17.0977384600,B
4127,"GARA01","Garaszewo",52.3509542771,16.9628466234,A
1049,"SWIE01","Świerczewo",52.3570526700,16.8839986500,A
798,"OSZW01","Os. Zwycięstwa",52.4359415400,16.9255473300,A
2400,"GTCME02","Gortatowo/Cmentarz",52.4206920000,17.0957450000,B
1015,"LERC01","Lerczakówny",52.3637491100,16.8526988000,A
920,"LUDWA01","Luboń/Dworcowa",52.3400759076,16.8889555035,B
3090,"POGL06","Poznań Główny",52.4007600000,16.9160500000,A
1423,"INFL03","Inflancka",52.3844724600,16.9625515300,A
879,"PUMAJ01","Puszczykowo/3 Maja",52.2720650500,16.8685220900,C
2850,"SWRZ01","Świerzawska",52.4053330052,16.8620524654,A
773,"RYCE01","Rycerska",52.4047114500,16.8673799500,A
700,"ZKSPO02","Zakrzewo/Sportowa",52.3928255100,16.7267028700,C
1789,"COSZK02","Chomęcice/Szkoła",52.3336077300,16.7408126300,C
2411,"PJNZ02","Podjaryszki",52.3377552600,17.0152323100,A
2278,"KYCME01","Kliny/Cmentarz Ewangelicki",52.4855072300,17.0566298700,C
676,"DBWIL02","Dąbrowa/Leśna",52.3971100000,16.7568900000,C
1581,"PROM02","Promienista",52.3961334600,16.8811480700,A
4031,"SWWA01","Św. Wawrzyńca",52.4190950782,16.9006730088,A
4238,"BUDZ91","Budziszyńska",52.3878900749,16.8474129625,A
1717,"ULAN02","Ułańska",52.3992367700,16.8944296200,A
3744,"KDBWI01","Kórnik/Bnin Witosa",52.2265947600,17.0917649000,C
2668,"DZPOL02","Dziećmierowo/Polna",52.2591888000,17.0961217700,C
2949,"RDWA03","Rdestowa",52.4897021710,16.9405774602,A
39,"MURA42","Murawa",52.4268984600,16.9358033000,A
3653,"BFGLO01","Biskupice/Główna",52.4626316564,17.1689064810,C
372,"WIED02","Wiedeńska",52.4654699400,16.9047405300,A
2094,"GBWIE02","Grzebienisko/Wierzbowa",52.4330965400,16.5304299400,C
986,"LUOLU03","Luboń/Os. Lubonianka",52.3486272888,16.8813701159,B
2447,"PKSAR02","Paczkowo/1 (Sarbinowska)",52.4053690000,17.1575780000,C
1011,"FABI01","Fabianowo",52.3653535900,16.8558235000,A
1122,"KSMI02","Księcia Mieszka I",52.4292671700,16.9199519400,A
738,"GROC01","Grochowska",52.3989882300,16.8755711400,A
1135,"MAGA03","Małe Garbary",52.4106331000,16.9393766600,A
1337,"CZGRO01","Czapury/Gromadzka",52.3198030600,16.9223207600,B
470,"ESTO01","Estońska",52.4428183200,16.9362230400,A
1165,"SMNA01","Smolna",52.4235503300,16.9651920800,A
440,"BIJES01","Biedrusko/Jesionowa",52.5359212500,16.9434691900,B
2457,"PKPOL02","Paczkowo/Polna",52.3927610000,17.1569530000,C
2427,"SDSPR01","Swarzędz/Sporna",52.4090690000,17.0917050000,B
2043,"TPKRO01","Tarnowo Pdg/Krótka",52.4603064100,16.6802829900,C
2643,"JWJWW02","Jeziory Wielkie/",52.1830491400,17.1330170100,D
1141,"ROSR30","Rondo Śródka",52.4094390300,16.9544934700,A
2254,"KLSTR01","Kleszczewo/Baza ZK",52.3333725613,17.1635642431,B
781,"WOPO03","Wojska Polskiego",52.4284803500,16.8973601200,A
1984,"BTBRZ01","Batorowo/Brzask",52.4227555400,16.7322823100,C
3381,"WTWIT02","Witkowice/Gorgoszewo Skrzyżowanie ",52.4830160000,16.5223720000,C
1703,"CMNA42","Cmentarna",52.3850653100,16.8391843000,A
711,"MANZ01","Malwowa I",52.3931377300,16.8080027600,A
2079,"LKGRA02","Lusówko/Grabowa",52.4331928100,16.6396758300,C
2307,"KXZDB01","Komorniki gm.Kleszczewo/Zadęby",52.3418204500,17.1119935500,B
1846,"RKROL02","Rokietnica/Rolna",52.5074927200,16.7553704500,B
1458,"NADW02","Nad Wierzbakiem",52.4207392100,16.9086202400,A
910,"LUKOS02","Luboń/Kościół",52.3305032547,16.8772379981,B
701,"ZKSPO01","Zakrzewo/Sportowa",52.3933213600,16.7258674700,C
1906,"PCPET02","Przecław/Pętla",52.5512198700,16.7136125900,C
1375,"RAKA02","Radomska",52.3542823200,16.9487158300,A
1507,"SSZP04","Szwajcarska Szpital",52.3897853700,16.9940265500,A
298,"SLKON02","Suchy Las/Konwaliowa",52.4780036366,16.8696378530,B
1515,"TORW03","Torowa Wiadukt",52.3698336300,16.9881491600,A
21,"KLIN42","Klin",52.4186542100,16.9140014500,A
1241,"ZNAS01","Żywiczna Nastawnia",52.3950817300,17.0380620300,A
1883,"NAPAR01","Napachanie/Park",52.4863940000,16.7282120000,B
1987,"BTZAK02","Batorowo/Zakrzewska",52.4241047600,16.7197069900,C
2868,"TRLIP01","Trzek/Lipowa",52.3567172500,17.1706833300,B
3338,"WYBAT02","Wysogotowo/Batorowska",52.4129286600,16.7673969800,B
1404,"OKOP02","Okopowa",52.3669557100,16.9432286600,A
1522,"WIEP02","Wieprawska",52.3688244000,17.0009231700,A
2193,"BOPRZ01","Bolechowo/Przejazd",52.5339703100,16.9800908000,C
3313,"RKAP46","Rondo Kaponiera",52.4077040000,16.9135160000,A
2071,"LKADM02","Lusówko/Admiralska",52.4424291400,16.6338952500,C
1242,"SDSZU02","Swarzędz/Szumana",52.3986846022,17.0462711292,B
1340,"CZSZK01","Czapury/Szkoła",52.3139351800,16.9117426500,B
1,"FRWO41","Franowo",52.3814339100,17.0003228700,A
1595,"PAMI72","Pamiątkowa",52.3871448400,16.9166088200,A
3938,"UNLU03","Unii Lubelskiej",52.3719006700,16.9501403600,A
1861,"PBKOL01","Przybroda/Kolejowa",52.5205957900,16.6629599100,B
2431,"JSTUL01","Jasin/Tulipanowa",52.4094130000,17.1062430000,B
175,"SERA72","Serafitek",52.3969309500,16.9457055500,A
958,"KOJAL01","Komorniki/Jałowcowa",52.3335710600,16.8307074008,B
12,"UP42","Uniwersytet Przyrodniczy",52.4269057500,16.9062196600,A
2020,"CYCDR01","Chyby/Cedrowa",52.4525366584,16.7739202968,B
2505,"JSCEH01","Jasin/Centrum Handlowe ETC",52.4053580000,17.0960320000,B
214,"PIAR42","Piaśnicka Rynek",52.3877999592,16.9820609709,A
2279,"KYCME02","Kliny/Cmentarz Ewangelicki",52.4863213700,17.0574692900,C
2129,"KXWEZ02","Koninko/Węzeł",52.3239480000,17.0382464300,B
1912,"RKTOP02","Rokietnica/Topolowa",52.5146909600,16.7651400500,B
1298,"BRDSZ02","Borówiec/Deszczowa",52.2806034900,17.0379864300,B
2258,"BLWIE01","Bylin/Wieś",52.3313253500,17.1334375400,B
387,"SZYM01","Szymanowskiego",52.4605915400,16.9170346000,A
91,"PAWI72","Park Wilsona",52.3971074100,16.9020603600,A
1527,"URSZ01","Urszulanek",52.3668445200,16.9833820900,A
1407,"WARO01","Warowna",52.3676391000,16.9482142200,A
3333,"LKKOS02","Lusówko/Kościół ",52.4259260000,16.6453150000,C
249,"CHWAR01","Chludowo/Wargowska",52.5600632600,16.8342824400,C
1418,"OAK01","Os. Armii Krajowej",52.3815993700,16.9517949900,A
1599,"ZNTK02","ZNTK",52.3922926000,16.9138117600,A
1372,"ROMI02","Rondo Minikowo",52.3559338200,16.9431014900,A
1025,"SMIE02","Śmiełowska",52.3732651000,16.8767426500,A
4046,"NARA72","Naramowice",52.4455803801,16.9451523049,A
201,"RZEG42","Rondo Żegrze",52.3765200000,16.9547300000,A
3204,"FIALK01","Fiałkowo/",52.3749565938,16.6571141826,C
1307,"KAPET01","Kamionki/Pętla",52.2862400377,16.9945311120,B
147,"LOMZ41","Łomżyńska",52.4095056700,16.9853441700,A
992,"LUFAO02","Luboń/Factory Outlet",52.3542551434,16.8917889556,B
3925,"FALI02","Falista",52.3692700000,16.9493800000,A
2235,"GWAKA02","Gowarzewo/Akacjowa",52.3622413400,17.1301941700,B
1306,"KALOT01","Kamionki/Lotnicza",52.2851072300,16.9993703300,B
3559,"WYSKO02","Wysogotowo/Skórzewska ",52.4023791700,16.7961648100,B
1276,"ZOO02","Nowe Zoo",52.4003671000,16.9928965800,A
1636,"REMO01","Rezerwat Morasko",52.4878970700,16.8976977800,A
1747,"PLSTP01","Plewiska/Straż Pożarna",52.3653270100,16.8079950400,B
3616,"KOPOE02","Komorniki/Os. Poetów ",52.3235908903,16.8052506039,B
613,"PILO02","Pilotów",52.4270388700,16.8561400300,A
574,"CHKA01","Chojnicka",52.4686961400,16.8013452100,A
3624,"LUWPL03","Luboń/Wojska Polskiego",52.3430708833,16.8759245750,B
761,"BRZA02","Brzask",52.4072244300,16.8755343500,A
565,"KRAJ01","Krajenecka",52.4549867000,16.8429271500,A
1616,"FRWO02","Franowo",52.3814452700,17.0014651600,A
669,"SKKOS01","Skórzewo/Kościół",52.3906024707,16.7898141926,B
1468,"OJAG02","Os. Jagiellońskie",52.3940101100,16.9564066300,A
3857,"DEWIA01","Dębogóra/Wiązowa",52.4990156122,17.0756829531,C
828,"PINZ01","Piastowska",52.3719934300,16.9168280900,A
1691,"UE71","Uniwersytet Ekonomiczny",52.4060300000,16.9169800000,A
2106,"KHPET01","Kokoszczyn/Pętla",52.4977356600,16.6537804700,C
2321,"ZNNWS02","Zimin/Nowy Świat",52.2921395800,17.1716425200,B
2058,"RUKLU02","Rumianek/Świetlica",52.4592018400,16.6202433400,C
551,"STGR01","Strzeszyn Grecki",52.4468834300,16.8742949400,A
2210,"CEELE01","Czerwonak/Elewator",52.4859394900,16.9779277700,B
2437,"LOSAR02","Łowęcin/Sarbinowska",52.4187450000,17.1333030000,C
3705,"TRWYD01","Trzek/Wydzierżewice",52.3473915902,17.1711053580,B
1003,"TRZE02","Trzebińska",52.3681974400,16.8424564600,A
1825,"TURY01","Turystyczna",52.4824683200,16.7805179400,A
3983,"WILC03","Wilczak",52.4281443625,16.9461853343,A
1266,"KURL02","Kurlandzka",52.3917866300,16.9838163500,A
2143,"BRREK01","Borówiec/Rekreacyjna",52.2868180000,17.0463060000,B
1405,"OKOP01","Okopowa",52.3668706800,16.9442475200,A
1793,"COJES01","Chomęcice/Jesionowa",52.3307600000,16.7579400000,C
2069,"JNPRZ01","Jankowice/Przemysłowa",52.4550848200,16.6408302800,C
308,"SLSTR02","Suchy Las/Strażacka",52.4750086700,16.8851559500,B
1356,"OZAR01","Ożarowska",52.3322557400,16.9327928300,A
346,"BIAL03","Białczańska",52.4578877600,16.8781556200,A
4109,"ROSK04","Rondo Skubiszewskiego",52.3908547782,16.8534635635,A
957,"KOJAL02","Komorniki/Jałowcowa",52.3341394829,16.8299252499,B
1444,"URMA01","Urząd Marszałkowski",52.4152812800,16.9267934100,A
189,"HCP41","HCP",52.3824324900,16.9119498800,A
3567,"WYSTO01","Wysogotowo/Stolarska",52.4077117100,16.7840276900,B
1080,"KORD01","Kordeckiego",52.3876049300,16.8786796700,A
790,"KORA02","Koronna",52.4314124533,16.9146484213,A
1682,"HEWI04","Hetmańska Wiadukt",52.3827155400,16.9280438000,A
1506,"RUSA02","Os. Rusa",52.3886043400,16.9913986800,A
454,"RUBI01","Rubież",52.4507910400,16.9479123400,A
1618,"RJEZ71","Rynek Jeżycki",52.4122357000,16.9039574100,A
902,"LEDWO02","Łęczyca/Dworcowa",52.3147187411,16.8810011768,B
272,"ZOSOB02","Złotkowo/Sobocka",52.5131390900,16.8354751900,B
1168,"HLDA02","Hlonda",52.4195008600,16.9604096200,A
649,"OBA01","Os. Bajkowe",52.4105728500,16.8345881400,A
2001,"SIPRO02","Sierosław/Prosta",52.4021933200,16.6670028300,C
2741,"BUDZ43","Budziszyńska",52.3884800000,16.8481800000,A
3178,"WIAT02","Wiatraczna",52.3903952171,16.9667426201,A
4237,"PVPOL04","Pólko/",52.5223085543,16.4575328952,C
4227,"LUKRE03","Luboń/Kręta",52.3207751007,16.8810749646,B
1878,"RKTRA01","Rokietnica/Trakt Napoleoński",52.5131591300,16.7310942900,B
1198,"KZPLY01","Koziegłowy/Pływalnia",52.4481182441,16.9922879623,B
1152,"STUD02","Studzienna",52.4195420100,16.9646698600,A
1397,"STAR01","Starołęka PKM",52.3688410000,16.9319550600,A
3070,"SCSZC02","Szczytniki/Szczelinka",52.2939981006,17.0046548005,B
1101,"KONZ02","Konopnickiej",52.4033702600,16.8997856100,A
886,"PUPSK01","Puszczykowo/Piaskowa",52.2782809600,16.8540977900,C
2182,"BOFAU01","Bolechowo-Os./Fabryka Autobusów",52.5462731500,16.9728438900,C
717,"GERB02","Gerberowa",52.3853953000,16.8246529000,A
651,"WIEC01","Wieczorynki",52.4086173800,16.8403438400,A
578,"KIDW01","Kiekrz PKM",52.4753158800,16.7893756500,A
622,"OGDY06","Ogrody",52.4166818200,16.8851557900,A
3730,"GWAKA01","Gowarzewo/Akacjowa",52.3609733583,17.1320568452,B
404,"KURP01","Kurpińskiego",52.4509611200,16.9194839200,A
2201,"OWPKM01","Owińska/PKM",52.5119126300,16.9871035600,C
1592,"ROLN01","Rolna",52.3830106300,16.9168849600,A
1764,"KOKSW01","Komorniki/Ks.Wawrzyniaka",52.3471480900,16.8034285300,B
